date,symbol,price,ratio,to_buy,SMA_10d,SMA_50,other_expense
2022-08-02,KR,44.39,0.2429107681596658,1,46.0,48.0,-5710000.0
2022-08-15,GPS,9.71,0.2342831433113377,1,10.0,16.0,-1620000.0
2022-11-09,GPS,9.81,0.2331685662267546,1,11.0,12.0,-1620000.0
2022-11-09,WBA,32.4,0.2400714678643286,0,37.0,43.0,-4000000.0
2022-11-09,KR,45.86,0.2495573218844279,0,47.0,49.0,-5710000.0
2022-11-09,CAH,77.12,0.1153964130902352,1,78.0,59.0,-1470000.0
2023-04-12,WBA,32.13,0.2321276760811737,0,35.0,38.0,-4000000.0
2021-12-28,CAH,48.06,0.0888172982821126,1,50.0,54.0,-1800000.0
2023-03-13,KSS,19.57,0.1387004088849596,1,27.0,34.0,-3040000.0
2023-03-13,WBA,30.22,0.2183392010730729,0,35.0,38.0,-4000000.0
2023-01-12,WBA,32.57,0.2382984258004717,0,37.0,40.0,-4000000.0
2023-01-12,KR,43.82,0.2371469598514736,1,45.0,49.0,-5710000.0
2022-11-14,KSS,26.51,0.1780219214737817,1,28.0,43.0,-2600000.0
2022-11-14,CAH,72.35,0.1082570067171834,1,78.0,60.0,-1470000.0
2023-08-11,KSS,25.01,0.1691512874350757,0,28.0,26.0,-3040000.0
2023-08-11,WBA,26.83,0.1911577356955004,0,30.0,34.0,-4000000.0
2023-08-11,KR,47.52,0.237536052017429,1,49.0,47.0,-5350000.0
2021-11-26,KR,40.59,0.2386573382239732,1,42.0,38.0,-5440000.0
2023-02-21,WBA,32.56,0.2350483108821955,0,37.0,39.0,-4000000.0
2022-03-07,CAH,49.18,0.0887457145143321,1,53.0,54.0,-1800000.0
2022-03-07,MCK,274.66,0.1720344543882331,1,274.0,217.0,-2050000.0
2022-03-25,MCK,306.28,0.1918441828836241,1,298.0,222.0,-2050000.0
2022-10-14,CAH,65.49,0.0979941100559213,1,69.0,57.0,-1470000.0
2022-05-23,GPS,9.21,0.2274211157768446,1,12.0,20.0,-1620000.0
2022-06-03,CAH,50.92,0.0904359654576006,1,56.0,54.0,-1800000.0
2022-02-23,CAH,50.14,0.0904722189736992,1,54.0,54.0,-1800000.0
2023-08-25,WBA,23.5,0.1645194004657016,0,27.0,34.0,-4000000.0
2023-08-10,KSS,25.04,0.1693336280251961,0,29.0,26.0,-3040000.0
2023-08-10,WBA,26.72,0.1903761708476824,0,30.0,34.0,-4000000.0
2023-06-01,WBA,27.71,0.1974753848820298,0,31.0,36.0,-4000000.0
2021-07-26,MCK,198.54,0.1309890105277297,1,194.0,178.0,-2050000.0
2023-02-08,KSS,28.42,0.2014255718863963,0,33.0,37.0,-3040000.0
2023-02-08,WBA,32.49,0.2376484028243521,0,37.0,40.0,-4000000.0
2023-02-08,CAH,77.37,0.1128327983852288,1,78.0,66.0,-1470000.0
2021-12-29,KR,42.07,0.2473428278162689,1,45.0,39.0,-5440000.0
2021-12-29,CAH,48.37,0.0893839979811284,1,50.0,54.0,-1800000.0
2023-02-23,WBA,32.6,0.2353733223815588,0,36.0,39.0,-4000000.0
2023-02-23,CAH,75.23,0.1096985539856391,1,79.0,67.0,-1470000.0
2023-09-15,WBA,20.86,0.139116486076459,0,22.0,33.0,-5800000.0
2023-09-15,CAH,85.98,0.1065950658360124,1,88.0,82.0,-840000.0
2023-05-26,HBI,4.09,0.2299694544929535,1,4.0,7.0,-1570730.0
2023-05-26,GPS,7.93,0.1970709528688524,1,8.0,11.0,-700000.0
2023-05-26,WBA,27.43,0.1951849694430419,0,31.0,36.0,-4000000.0
2023-05-26,VLO,109.67,0.2310175016866704,1,112.0,122.0,-4570000.0
2022-01-26,MCK,243.22,0.1526016421243514,1,251.0,206.0,-2050000.0
2023-04-25,WBA,31.41,0.2269244779696013,0,35.0,37.0,-4000000.0
2023-03-21,WBA,30.2,0.2181440811436064,0,33.0,38.0,-4000000.0
2023-03-21,CAH,69.96,0.1020182433848427,1,71.0,68.0,-1470000.0
2021-02-10,KR,30.99,0.1907554831016317,1,34.0,33.0,-5440000.0
2023-07-06,GPS,8.67,0.2119576075819672,1,9.0,11.0,-700000.0
2023-07-06,WBA,26.61,0.1895946059998643,0,30.0,35.0,-4000000.0
2022-12-12,KSS,23.35,0.1541347192919261,1,29.0,41.0,-2600000.0
2023-07-03,WBA,26.52,0.1890084323640008,0,30.0,35.0,-4000000.0
2022-03-07,MCK,274.66,0.1720344543882331,1,274.0,217.0,-2050000.0
2023-09-08,WBA,20.46,0.1364483286717812,0,24.0,34.0,-5800000.0
2023-08-02,KSS,25.52,0.1725549784506575,0,27.0,26.0,-3040000.0
2023-08-02,WBA,28.03,0.1997549490214991,0,30.0,35.0,-4000000.0
2021-08-25,MCK,196.38,0.129565920042984,1,200.0,182.0,-2050000.0
2023-05-15,WBA,28.36,0.2048759259398808,0,32.0,37.0,-4000000.0
2023-03-31,GPS,9.4,0.23145491796875,1,9.0,11.0,-700000.0
2023-03-31,WBA,31.13,0.2249082386984469,0,33.0,38.0,-4000000.0
2021-05-20,MCK,196.06,0.1314037056937052,1,198.0,170.0,-2050000.0
2023-03-06,WBA,31.92,0.2305667166529769,0,36.0,39.0,-4000000.0
2022-08-08,KSS,26.08,0.1910296917614367,1,29.0,49.0,-2600000.0
2022-06-08,MCK,311.2,0.1720899055181349,1,325.0,250.0,-1680000.0
2021-10-04,KR,37.1,0.2219313499071684,1,40.0,37.0,-5440000.0
2021-10-04,CAH,46.02,0.085056473006826,1,51.0,55.0,-1800000.0
2022-08-10,GPS,8.93,0.2154529094181163,1,10.0,16.0,-1620000.0
2022-08-10,KSS,25.97,0.1902403128698605,1,30.0,49.0,-2600000.0
2023-02-15,WBA,32.88,0.23738839363089,0,37.0,39.0,-4000000.0
2022-05-25,GPS,9.5,0.2344661067786442,1,11.0,20.0,-1620000.0
2023-05-10,WBA,28.44,0.2054612857282804,0,33.0,37.0,-4000000.0
2022-01-18,MCK,248.7,0.1560433198448545,1,251.0,205.0,-2050000.0
2022-04-11,CAH,58.07,0.1031393452208756,1,58.0,54.0,-1800000.0
2022-11-25,KSS,26.92,0.1807389492101065,0,31.0,42.0,-2600000.0
2023-08-02,WBA,28.03,0.1997549490214991,0,30.0,35.0,-4000000.0
2022-04-01,MCK,302.85,0.1677087200624323,1,305.0,224.0,-1680000.0
2023-02-14,KSS,28.78,0.2039783401480826,0,34.0,36.0,-3040000.0
2023-02-14,WBA,32.65,0.238883446493297,0,37.0,39.0,-4000000.0
2022-11-16,KR,45.89,0.2483630192620097,0,47.0,49.0,-5710000.0
2023-03-02,WBA,31.85,0.230111436817555,0,36.0,39.0,-4000000.0
2023-08-04,KSS,26.16,0.1768703724168416,0,28.0,26.0,-3040000.0
2023-08-04,WBA,27.29,0.1944793862987272,0,30.0,35.0,-4000000.0
2023-01-26,WBA,32.43,0.237258389034159,0,36.0,40.0,-4000000.0
2023-08-15,KSS,24.62,0.1664769587799756,0,28.0,26.0,-3040000.0
2023-08-15,WBA,26.14,0.1862729553966376,0,30.0,34.0,-4000000.0
2023-08-15,CAH,88.74,0.1100206850457851,1,92.0,80.0,-840000.0
2022-02-03,CAH,48.24,0.08705306308358,1,51.0,54.0,-1800000.0
2023-07-11,WBA,27.94,0.1991036449816507,0,29.0,35.0,-4000000.0
2023-04-28,WBA,31.74,0.2292659171231999,0,35.0,37.0,-4000000.0
2023-04-28,CAH,80.01,0.1150050185853104,1,81.0,70.0,-1470000.0
2023-04-28,VLO,109.48,0.2327427246389958,1,121.0,123.0,-4570000.0
2023-08-18,WBA,24.69,0.1728560921757609,0,29.0,34.0,-4000000.0
2023-08-18,KSS,25.28,0.1709746933362802,0,28.0,26.0,-3040000.0
2022-02-16,CAH,51.16,0.092317209033219,1,53.0,54.0,-1800000.0
2021-08-06,MCK,196.02,0.1293265820978222,1,203.0,179.0,-2050000.0
2022-01-04,CAH,49.34,0.08903346525756,1,51.0,54.0,-1800000.0
2023-09-13,WBA,20.38,0.1358898771219649,0,23.0,33.0,-5800000.0
2023-09-13,KR,44.03,0.2187678911087428,1,46.0,47.0,-5350000.0
2023-01-06,WBA,32.53,0.2379734143161797,0,37.0,41.0,-4000000.0
2023-04-14,WBA,31.8,0.2297211969586219,0,36.0,38.0,-4000000.0
2023-04-14,CAH,78.58,0.1129458544279364,1,79.0,69.0,-1470000.0
2022-10-06,GPS,9.05,0.2145770845830834,1,9.0,14.0,-1620000.0
2022-10-06,WBA,28.32,0.2098754361242775,1,33.0,44.0,-4000000.0
2023-02-21,WBA,32.56,0.2350483108821955,0,37.0,39.0,-4000000.0
2022-11-03,GPS,9.98,0.237120575884823,1,11.0,13.0,-1620000.0
2023-02-13,KSS,28.26,0.2003315283456735,0,33.0,36.0,-3040000.0
2023-02-13,WBA,32.97,0.2412235292344559,0,37.0,39.0,-4000000.0
2021-07-21,KR,37.37,0.2258302766834216,1,39.0,35.0,-5440000.0
2022-12-20,KR,42.77,0.2314870039452309,1,45.0,49.0,-5710000.0
2021-06-08,MCK,188.17,0.1258435868159914,1,194.0,173.0,-2050000.0
2023-02-07,KSS,29.63,0.2099955795668029,0,33.0,37.0,-3040000.0
2023-02-07,WBA,32.65,0.2388184441949315,0,37.0,40.0,-4000000.0
2023-07-21,GPS,8.82,0.2157383452868852,1,9.0,11.0,-700000.0
2023-07-21,KSS,22.61,0.1528621947176483,0,25.0,27.0,-3040000.0
2023-07-21,WBA,27.84,0.1983872105378175,0,30.0,35.0,-4000000.0
2023-07-21,VLO,118.51,0.2433540080393235,1,116.0,123.0,-4570000.0
2021-11-01,CAH,45.18,0.0834937556549945,1,49.0,55.0,-1800000.0
2021-07-12,KR,35.69,0.2156957840873069,1,38.0,35.0,-5440000.0
2021-07-12,MCK,186.24,0.1228773947646792,1,191.0,177.0,-2050000.0
2022-05-20,MCK,318.49,0.1763727601281983,1,326.0,242.0,-1680000.0
2022-05-31,MCK,324.7,0.1795575869619572,1,329.0,247.0,-1680000.0
2022-08-25,GPS,9.09,0.2191751649670066,1,10.0,15.0,-1620000.0
2022-08-25,WBA,32.32,0.2394052264600895,0,39.0,45.0,-9050000.0
2021-10-13,KR,36.95,0.2210353363824359,1,40.0,37.0,-5440000.0
2023-06-28,WBA,26.58,0.1893992147879098,0,31.0,36.0,-4000000.0
2023-06-13,WBA,29.2,0.2080916407315584,0,31.0,36.0,-4000000.0
2023-06-13,KR,45.46,0.227254785576495,1,46.0,47.0,-5350000.0
2023-02-10,WBA,32.48,0.2375834005184509,0,37.0,40.0,-4000000.0
2023-03-16,WBA,30.08,0.2172985614417157,0,34.0,38.0,-4000000.0
2023-09-08,WBA,20.46,0.1364483286717812,0,24.0,34.0,-5800000.0
2021-04-14,KR,34.53,0.2113577563434919,1,37.0,34.0,-5440000.0
2022-04-21,CAH,60.31,0.107121753956188,1,63.0,54.0,-1800000.0
2023-06-16,WBA,29.86,0.2127810298184668,0,32.0,36.0,-4000000.0
2023-02-09,KSS,27.94,0.1980218808708144,0,33.0,37.0,-3040000.0
2023-02-09,WBA,31.82,0.2327732304469379,0,37.0,40.0,-4000000.0
2023-02-09,KR,42.3,0.2132264700724412,1,45.0,49.0,-5350000.0
2021-09-20,KR,37.84,0.2262994158326918,1,43.0,37.0,-5440000.0
2022-07-18,KSS,23.99,0.1891308598775279,1,28.0,51.0,-2600000.0
2022-07-18,WBA,33.26,0.2492937032050653,0,38.0,47.0,-9050000.0
2023-08-23,KSS,24.29,0.1642888716985302,0,27.0,26.0,-3040000.0
2023-08-23,WBA,24.69,0.1728560921757609,0,28.0,34.0,-4000000.0
2023-08-23,CAH,83.64,0.1037039404036511,1,89.0,80.0,-840000.0
2021-07-23,KR,37.17,0.2245916164772298,1,39.0,35.0,-5440000.0
2021-07-23,CAH,54.49,0.1045775449783648,1,58.0,55.0,-1800000.0
2021-10-18,CAH,44.26,0.0817936565579471,1,48.0,55.0,-1800000.0
2023-01-05,WBA,31.27,0.2287430879407398,0,38.0,41.0,-4000000.0
2021-12-08,CAH,44.83,0.0828583650833707,1,47.0,54.0,-1800000.0
2021-03-31,MCK,190.81,0.1278827341874171,1,192.0,163.0,-2050000.0
2022-07-18,GPS,8.04,0.1950581883623275,1,9.0,17.0,-1620000.0
2022-07-18,WBA,33.26,0.2492937032050653,0,38.0,47.0,-9050000.0
2021-11-30,MCK,213.46,0.1379385126853266,1,223.0,195.0,-2050000.0
2023-07-19,KSS,23.11,0.1562658857332302,0,25.0,27.0,-3040000.0
2023-07-19,WBA,27.36,0.1949352991266211,0,30.0,35.0,-4000000.0
2023-05-26,WBA,27.43,0.1951849694430419,0,31.0,36.0,-4000000.0
2021-02-08,KR,30.69,0.1888825491705535,1,35.0,33.0,-5440000.0
2023-07-28,KSS,25.37,0.1715824953033484,0,26.0,26.0,-3040000.0
2023-07-28,WBA,27.24,0.1940886038748182,0,30.0,35.0,-4000000.0
2023-06-16,WBA,29.86,0.2127810298184668,0,32.0,36.0,-4000000.0
2022-10-17,GPS,9.26,0.2193941211757648,1,10.0,13.0,-1620000.0
2023-06-13,CAH,85.78,0.1232977068925581,1,85.0,75.0,-1470000.0
2023-06-13,VLO,108.96,0.2295155428811166,1,110.0,122.0,-4570000.0
2023-09-19,WBA,20.5,0.1366965293605884,0,22.0,33.0,-5800000.0
2021-12-21,MCK,232.5,0.1502394512819651,1,232.0,199.0,-2050000.0
2023-07-21,WBA,27.84,0.1983872105378175,0,30.0,35.0,-4000000.0
2023-04-05,KSS,19.81,0.1373632445574096,1,23.0,32.0,-3040000.0
2023-04-05,WBA,32.52,0.2349243950701943,0,34.0,38.0,-4000000.0
2023-01-04,WBA,33.31,0.2436936165723457,0,38.0,41.0,-4000000.0
2023-01-04,CAH,74.55,0.1087102787245072,1,79.0,64.0,-1470000.0
2022-10-20,KSS,23.86,0.1718417125508156,1,28.0,45.0,-2600000.0
2022-10-20,CAH,68.08,0.101866086496145,1,69.0,58.0,-1470000.0
2023-05-04,GPS,7.87,0.1956531762295082,1,9.0,11.0,-700000.0
2023-05-04,WBA,28.4,0.205201125822325,0,34.0,37.0,-4000000.0
2023-05-04,KR,46.59,0.2334899971671006,1,48.0,47.0,-5350000.0
2023-05-04,CAH,78.77,0.1132260128166948,1,81.0,71.0,-1470000.0
2023-05-04,MPC,101.77,0.2468823857584825,1,119.0,111.0,-9980000.0
2023-08-18,KSS,25.28,0.1709746933362802,0,28.0,26.0,-3040000.0
2023-08-09,KSS,24.99,0.1689689468449552,0,28.0,26.0,-3040000.0
2023-08-09,WBA,26.74,0.1905715620596369,0,30.0,34.0,-4000000.0
2023-08-09,CAH,90.11,0.1117213470648212,1,92.0,80.0,-840000.0
2023-01-23,KSS,28.02,0.1849277003036072,0,29.0,38.0,-2600000.0
2023-01-23,WBA,32.58,0.2383634281063728,0,36.0,40.0,-4000000.0
2021-10-18,KR,36.71,0.2195793144047457,1,39.0,37.0,-5440000.0
2022-10-11,GPS,9.05,0.2145770845830834,1,9.0,13.0,-1620000.0
2022-10-11,CAH,67.66,0.1012327520598259,1,69.0,57.0,-1470000.0
2021-12-07,KR,42.41,0.2493344050476233,1,43.0,39.0,-5440000.0
2022-06-28,KSS,30.52,0.2406288272526115,0,40.0,52.0,-2600000.0
2023-01-04,WBA,33.31,0.2436936165723457,0,38.0,41.0,-4000000.0
2023-07-12,KSS,22.44,0.1517681511769256,1,24.0,27.0,-3040000.0
2023-07-12,WBA,27.71,0.1974753848820298,0,29.0,35.0,-4000000.0
2023-03-24,GPS,8.43,0.2074795081967213,1,10.0,11.0,-700000.0
2023-03-24,WBA,29.44,0.2126807231185429,0,33.0,38.0,-4000000.0
2023-03-24,KR,47.34,0.2372138434350928,1,48.0,48.0,-5350000.0
2023-03-24,CAH,68.13,0.0993499001797866,1,70.0,68.0,-1470000.0
2023-06-30,WBA,26.04,0.1855565209528044,0,31.0,36.0,-4000000.0
2023-04-03,WBA,31.92,0.2306317566294658,0,34.0,38.0,-4000000.0
2022-11-18,CAH,74.73,0.1118123159392475,1,77.0,60.0,-1470000.0
2022-08-17,KSS,28.14,0.2061493336077805,0,32.0,49.0,-2600000.0
2021-04-27,KR,34.09,0.2086902443810472,1,37.0,34.0,-5440000.0
2023-03-02,WBA,31.85,0.230111436817555,0,36.0,39.0,-4000000.0
2022-06-28,KSS,30.52,0.2406288272526115,0,40.0,52.0,-2600000.0
2022-12-30,WBA,33.2,0.2428485866935939,0,38.0,41.0,-4000000.0
2022-12-30,KR,42.77,0.2314870039452309,1,45.0,49.0,-5710000.0
2022-12-30,CAH,74.42,0.1106464048178419,1,79.0,63.0,-1470000.0
2021-09-17,KR,38.33,0.2292674606409153,1,44.0,36.0,-5440000.0
2023-02-07,KSS,29.63,0.2099955795668029,0,33.0,37.0,-3040000.0
2023-02-07,WBA,32.65,0.2388184441949315,0,37.0,40.0,-4000000.0
2023-01-10,WBA,32.61,0.2385584350014694,0,37.0,40.0,-4000000.0
2022-07-13,WBA,32.32,0.2422676802556807,0,38.0,47.0,-9050000.0
2022-02-01,CAH,48.15,0.0868837979405048,1,51.0,54.0,-1800000.0
2022-09-29,KR,42.63,0.2320062659549779,1,46.0,49.0,-5710000.0
2021-12-10,CAH,45.06,0.0832705103190186,1,47.0,54.0,-1800000.0
2022-04-13,MCK,321.22,0.1778804997613329,1,315.0,229.0,-1680000.0
2023-03-30,GPS,8.9,0.2192366803278688,1,9.0,11.0,-700000.0
2023-01-18,WBA,31.64,0.2314731844796274,0,36.0,40.0,-4000000.0
2022-05-05,CAH,54.75,0.0972413474736408,1,60.0,54.0,-1800000.0
2021-05-24,KR,34.1,0.206068016120998,1,37.0,34.0,-5440000.0
2023-08-22,KSS,23.13,0.1563874461266438,0,28.0,26.0,-3040000.0
2023-08-22,WBA,24.69,0.1728560921757609,0,28.0,34.0,-4000000.0
2023-03-01,KSS,23.59,0.1672063211404575,1,30.0,35.0,-3040000.0
2023-03-01,WBA,31.69,0.2289407172407556,0,36.0,39.0,-4000000.0
2021-06-25,KR,36.53,0.2207630303853643,1,39.0,35.0,-5440000.0
2021-08-16,KR,40.68,0.2433236728101556,1,43.0,36.0,-5440000.0
2022-09-14,GPS,8.48,0.2045050989802039,1,9.0,14.0,-1620000.0
2022-09-14,WBA,30.54,0.2262750050865466,1,36.0,45.0,-4000000.0
2023-07-27,KSS,24.75,0.1673886617305779,0,26.0,26.0,-3040000.0
2023-07-27,WBA,28.0,0.1994944274055597,0,30.0,35.0,-4000000.0
2023-07-27,VLO,120.9,0.2482610569045769,1,121.0,123.0,-4570000.0
2023-07-20,KSS,23.03,0.1557188639628688,0,25.0,27.0,-3040000.0
2023-07-20,WBA,27.64,0.196954341650151,0,30.0,35.0,-4000000.0
2022-10-03,KSS,21.95,0.1581186641280296,1,26.0,46.0,-2600000.0
2022-10-03,KR,41.74,0.2271771292643304,1,45.0,49.0,-5710000.0
2023-02-01,KSS,28.47,0.2017902530666372,0,32.0,37.0,-3040000.0
2023-02-01,WBA,33.04,0.2416785453230145,0,36.0,40.0,-4000000.0
2023-05-01,WBA,31.16,0.2251033586279134,0,35.0,37.0,-4000000.0
2023-05-01,VLO,110.18,0.2342446834445496,1,119.0,123.0,-4570000.0
2023-03-14,WBA,29.97,0.2165180817313851,0,34.0,38.0,-4000000.0
2023-03-14,KR,45.53,0.2281702167842544,1,46.0,48.0,-5350000.0
2022-12-28,WBA,33.39,0.2442786372576354,0,39.0,41.0,-4000000.0
2023-02-14,CAH,76.24,0.1111809668773369,1,78.0,67.0,-1470000.0
2022-05-04,CAH,57.23,0.1016438415185853,1,60.0,54.0,-1800000.0
2022-11-10,KR,45.91,0.2498169528893014,0,47.0,49.0,-5710000.0
2022-07-07,WBA,33.16,0.2485780897599408,0,40.0,47.0,-9050000.0
2022-12-06,KSS,24.38,0.1609272886327381,1,31.0,41.0,-2600000.0
2023-01-05,WBA,31.27,0.2287430879407398,0,38.0,41.0,-4000000.0
2021-10-25,CAH,45.28,0.0836826555546664,1,49.0,55.0,-1800000.0
2023-07-05,GPS,8.5,0.2077042775998975,1,9.0,11.0,-700000.0
2023-07-05,KSS,21.66,0.1464802740634324,1,23.0,27.0,-3040000.0
2023-07-05,WBA,26.74,0.1905715620596369,0,30.0,35.0,-4000000.0
2022-09-23,WBA,28.83,0.2136499400917839,1,34.0,44.0,-4000000.0
2023-09-13,WBA,20.38,0.1358898771219649,0,23.0,33.0,-5800000.0
2022-10-11,CAH,67.66,0.1012327520598259,1,69.0,57.0,-1470000.0
2021-09-15,MCK,205.05,0.1349736638850177,1,205.0,186.0,-2050000.0
2023-06-02,WBA,28.51,0.2031417300287107,0,31.0,36.0,-4000000.0
2021-08-03,KR,39.71,0.2399622635737898,1,40.0,35.0,-5440000.0
2023-05-31,HBI,4.11,0.231093999502699,1,4.0,7.0,-1570730.0
2023-05-31,KSS,16.06,0.1113493203668913,1,20.0,28.0,-3040000.0
2023-05-31,WBA,27.76,0.197801036901954,0,31.0,36.0,-4000000.0
2023-05-31,PSX,87.86,0.2449094917348079,1,95.0,96.0,-5600000.0
2023-05-31,VLO,103.14,0.2172563115492989,1,112.0,121.0,-4570000.0
2023-02-02,KSS,29.22,0.2070781301801304,0,32.0,37.0,-3040000.0
2023-02-02,WBA,33.51,0.2451236671363872,0,37.0,40.0,-4000000.0
2023-02-02,KR,43.15,0.2174822943787182,1,45.0,49.0,-5350000.0
2023-02-15,WBA,32.88,0.23738839363089,0,37.0,39.0,-4000000.0
2022-08-17,KSS,28.14,0.2061493336077805,0,32.0,49.0,-2600000.0
2022-01-06,MCK,240.89,0.1511434088352334,1,247.0,202.0,-2050000.0
2022-09-08,WBA,31.58,0.2340192459853959,1,36.0,45.0,-4000000.0
2021-03-30,KR,35.31,0.216125224531691,1,36.0,33.0,-5440000.0
2023-05-31,WBA,27.76,0.197801036901954,0,31.0,36.0,-4000000.0
2022-12-16,KR,42.52,0.2301369227198886,1,46.0,49.0,-5710000.0
2022-01-24,CAH,47.66,0.0860036191965137,1,52.0,54.0,-1800000.0
2021-02-17,KR,31.87,0.1950689066929312,1,34.0,33.0,-5440000.0
2021-08-04,KR,39.06,0.2360210720161814,1,41.0,35.0,-5440000.0
2021-10-05,CAH,45.7,0.0844554278715062,1,51.0,55.0,-1800000.0
2022-02-07,KR,42.03,0.2338980912044558,1,44.0,41.0,-5710000.0
2023-05-19,GPS,7.39,0.1838383709016393,1,8.0,11.0,-700000.0
2023-05-19,KSS,16.66,0.115482373742955,1,20.0,28.0,-3040000.0
2023-05-19,WBA,28.59,0.203445046457126,0,31.0,37.0,-4000000.0
2023-05-19,VLO,106.23,0.2258418328296944,1,111.0,122.0,-4570000.0
2023-04-28,WBA,31.74,0.2292659171231999,0,35.0,37.0,-4000000.0
2023-04-28,CAH,80.01,0.1150050185853104,1,81.0,70.0,-1470000.0
2022-04-25,CAH,57.94,0.1029040974474816,1,63.0,54.0,-1800000.0
2021-09-10,CAH,48.61,0.0933071946918451,1,53.0,55.0,-1800000.0
2022-11-22,KSS,27.17,0.1824370914938506,0,31.0,42.0,-2600000.0
2022-11-22,KR,46.13,0.2496611742863773,0,48.0,49.0,-5710000.0
2023-04-27,GPS,8.92,0.2164702868852459,1,10.0,11.0,-700000.0
2023-04-27,WBA,31.6,0.2282903174758671,0,35.0,37.0,-4000000.0
2023-04-27,CAH,79.99,0.1149770027464346,1,80.0,70.0,-1470000.0
2023-04-20,GPS,8.88,0.2153176229508196,1,10.0,11.0,-700000.0
2023-04-20,WBA,31.84,0.2300463968335305,0,36.0,37.0,-4000000.0
2023-04-20,CAH,78.05,0.1121894267782888,1,80.0,70.0,-1470000.0
2023-01-12,WBA,32.57,0.2382984258004717,0,37.0,40.0,-4000000.0
